employee_id,name,gender,user_type,sign_in_date,sign_in_time,sign_out_time,ip_address,connection_status,job_position,phone,email
18199,Shane Jackson,Male,Employee,2024-08-13,09:22:03,13:58:21,161.166.123.47,Failed,HR,+216 24531935,shane.jackson@example.com
73049,Howard Little,Male,Employee,2024-07-31,16:52:17,17:59:50,184.136.137.239,Failed,Developer,+216 24041560,howard.little@example.com
92885,Cassidy Wood,Female,Employee,2024-02-23,02:51:03,22:16:27,162.137.248.139,Failed,HR,+216 91640400,cassidy.wood@example.com
71910,Robert Melendez,Male,Employee,2024-06-04,19:55:41,23:26:28,62.182.150.153,Success,Manager,+216 99555106,robert.melendez@example.com
83446,Renee Goodman,Female,Employee,2024-07-26,06:01:02,06:31:00,121.68.39.119,Failed,HR,+216 66226673,renee.goodman@example.com
98154,Cathy Ferrell,Female,Employee,2024-04-27,02:16:26,06:11:03,48.40.33.144,Failed,Developer,+216 58677149,cathy.ferrell@example.com
65528,Teresa Palmer,Female,Employee,2024-05-06,12:39:42,07:25:53,201.102.18.185,Success,HR,+216 68140076,teresa.palmer@example.com
96082,Michele Wells,Female,Employee,2024-06-07,18:27:53,08:50:59,159.208.153.107,Failed,Analyst,+216 46131297,michele.wells@example.com
20254,John Sosa,Male,Employee,2024-02-14,00:43:34,21:53:35,212.120.22.141,Failed,HR,+216 58468914,john.sosa@example.com
3536,Katherine Miller,Female,Employee,2024-05-29,21:05:03,19:57:02,38.113.132.238,Failed,Analyst,+216 41452750,katherine.miller@example.com
76037,Holly Townsend,Female,Employee,2024-04-16,20:30:56,03:49:06,182.37.121.159,Failed,Analyst,+216 47676263,holly.townsend@example.com
47563,Eddie Cochran,Male,Employee,2024-03-03,10:15:11,00:56:09,181.146.254.45,Success,Analyst,+216 37218997,eddie.cochran@example.com
46695,Mary Duarte,Female,Employee,2024-07-23,16:17:02,12:48:47,202.40.161.197,Failed,HR,+216 03422827,mary.duarte@example.com
13863,Amber Garner,Female,Employee,2024-03-09,15:53:53,16:16:38,134.96.255.22,Success,Manager,+216 12169141,amber.garner@example.com
52816,Stephanie Schmidt,Female,Employee,2024-03-20,03:17:34,12:37:01,12.214.40.88,Failed,Developer,+216 21385715,stephanie.schmidt@example.com
65470,Darrell Hall,Male,Employee,2024-04-19,09:08:02,03:11:19,149.251.110.90,Success,Analyst,+216 15233985,darrell.hall@example.com
66100,William Humphrey,Male,Employee,2024-06-30,18:51:49,17:16:30,88.12.231.186,Success,HR,+216 38814721,william.humphrey@example.com
29719,Zachary Braun,Male,Employee,2024-06-15,01:11:28,03:41:15,132.3.115.246,Success,Developer,+216 18021054,zachary.braun@example.com
47165,Tyler Downs,Male,Employee,2024-03-13,01:04:56,08:35:34,72.70.179.231,Success,Developer,+216 39070623,tyler.downs@example.com
36774,Sonya Waters,Female,Employee,2024-07-10,10:44:22,18:13:10,206.62.23.49,Success,HR,+216 48478565,sonya.waters@example.com
93562,Julie Evans,Female,Employee,2024-04-08,03:20:12,04:07:11,169.223.9.135,Failed,HR,+216 93148829,julie.evans@example.com
24076,Audrey Mcmillan,Female,Employee,2024-05-09,11:29:56,02:09:26,77.0.169.30,Success,Manager,+216 93551167,audrey.mcmillan@example.com
79042,Donna Taylor,Female,Employee,2024-07-01,16:48:29,03:49:34,76.18.52.242,Success,Developer,+216 52758116,donna.taylor@example.com
56031,Kevin Murphy,Male,Employee,2024-08-15,22:17:51,22:12:05,74.56.106.43,Failed,HR,+216 05521847,kevin.murphy@example.com
44269,Melanie Gibson,Female,Employee,2024-03-15,20:36:04,00:26:21,159.79.4.24,Failed,Analyst,+216 60712454,melanie.gibson@example.com
20345,Jason Johnson,Male,Employee,2024-01-26,22:24:21,21:56:14,196.172.144.241,Failed,Analyst,+216 78265285,jason.johnson@example.com
62700,Wanda Robbins,Female,Employee,2024-04-18,09:02:32,15:49:01,215.33.110.95,Success,Manager,+216 94780476,wanda.robbins@example.com
68385,Sally Blair,Female,Employee,2024-08-05,01:36:39,12:37:58,162.174.224.21,Failed,Developer,+216 24315624,sally.blair@example.com
10178,Samantha House,Female,Employee,2024-01-12,17:51:58,12:19:16,162.141.181.2,Failed,Developer,+216 13578912,samantha.house@example.com
57396,Ricardo Lewis,Male,Employee,2024-01-01,08:08:30,05:40:46,87.218.86.211,Success,HR,+216 32738499,ricardo.lewis@example.com
81296,George Collins,Male,Employee,2024-05-16,12:42:45,16:11:59,104.157.24.135,Failed,Manager,+216 51545149,george.collins@example.com
52491,Adam Hall,Male,Employee,2024-01-25,20:07:48,20:35:35,43.55.100.192,Failed,Analyst,+216 97810012,adam.hall@example.com
5359,James Velasquez,Male,Employee,2024-04-14,21:23:53,22:37:25,8.195.90.66,Success,Manager,+216 38593067,james.velasquez@example.com
24122,Keith Lewis,Male,Employee,2024-02-20,08:04:59,14:07:15,191.237.20.182,Success,Developer,+216 22964061,keith.lewis@example.com
99840,Jasmine Castro,Female,Employee,2024-03-13,23:11:04,01:23:39,5.57.237.104,Success,Manager,+216 33867391,jasmine.castro@example.com
17197,Manuel Walsh,Male,Employee,2024-02-14,00:52:53,13:17:47,209.235.71.234,Success,Developer,+216 20837946,manuel.walsh@example.com
87312,Brian Franco,Male,Employee,2024-02-08,22:12:20,15:46:45,135.201.151.64,Success,Manager,+216 54353333,brian.franco@example.com
45395,Steven Johnson,Male,Employee,2024-06-17,11:40:02,19:14:14,105.243.87.64,Failed,Manager,+216 84118685,steven.johnson@example.com
38626,Carrie Lam,Female,Employee,2024-06-23,12:43:30,22:48:48,165.158.174.105,Success,Manager,+216 35645127,carrie.lam@example.com
52566,Patricia Flores,Female,Employee,2024-05-13,05:05:25,18:51:02,38.221.8.68,Success,HR,+216 17921163,patricia.flores@example.com
38706,William Blankenship,Male,Employee,2024-05-16,20:43:21,16:05:37,47.193.221.165,Failed,Developer,+216 32118924,william.blankenship@example.com
24497,Valerie White,Female,Employee,2024-01-21,09:51:10,20:42:49,159.149.59.64,Success,Developer,+216 93181789,valerie.white@example.com
5417,Mark Powell,Male,Employee,2024-07-04,18:51:46,20:49:33,26.252.12.56,Success,Developer,+216 72017454,mark.powell@example.com
95777,Heidi Howard,Female,Employee,2024-07-27,03:06:10,04:35:52,18.247.154.100,Failed,Analyst,+216 46908150,heidi.howard@example.com
38250,Tracey Molina,Female,Employee,2024-02-08,19:07:59,21:24:21,111.63.25.116,Success,Analyst,+216 54017463,tracey.molina@example.com
89098,Thomas Davis,Male,Employee,2024-01-25,17:36:47,13:14:52,115.104.52.160,Failed,Developer,+216 95857980,thomas.davis@example.com
78704,Kristin Lawrence,Female,Employee,2024-04-14,22:07:04,07:18:44,57.184.40.42,Failed,Analyst,+216 85832948,kristin.lawrence@example.com
74299,Danielle Long,Female,Employee,2024-07-10,06:20:36,01:03:49,186.232.141.101,Success,Manager,+216 47719451,danielle.long@example.com
93709,Gary Chapman,Male,Employee,2024-05-17,09:37:17,11:23:42,48.231.24.1,Failed,Developer,+216 71807348,gary.chapman@example.com
62489,Eric Smith,Male,Employee,2024-07-30,17:42:01,04:39:25,195.221.171.107,Success,Developer,+216 74549328,eric.smith@example.com
22606,Juan Rowe,Male,Employee,2024-07-08,12:20:30,04:13:12,218.60.57.181,Failed,HR,+216 24708845,juan.rowe@example.com
58830,Ronald Thompson,Male,Employee,2024-04-14,22:17:41,01:54:21,130.89.67.248,Failed,Analyst,+216 35310676,ronald.thompson@example.com
32773,Daniel Thompson,Male,Employee,2024-03-17,04:58:59,04:26:06,165.86.19.51,Success,Manager,+216 20046894,daniel.thompson@example.com
6197,Nancy Young,Female,Employee,2024-02-09,09:08:00,14:48:09,159.155.225.96,Success,Analyst,+216 18308523,nancy.young@example.com
47276,Troy Phillips,Male,Employee,2024-02-01,12:53:45,00:39:35,162.154.32.188,Success,HR,+216 12959200,troy.phillips@example.com
71795,Chelsea Price,Female,Employee,2024-05-11,10:27:53,05:44:50,58.52.45.239,Success,Analyst,+216 90555195,chelsea.price@example.com
19701,Daniel Warren,Male,Employee,2024-03-13,03:59:23,09:46:09,121.122.184.226,Failed,Developer,+216 89192547,daniel.warren@example.com
34005,Savannah White,Female,Employee,2024-01-08,08:19:35,21:36:33,47.161.111.10,Failed,Manager,+216 26332979,savannah.white@example.com
53630,Tracy Bradley,Female,Employee,2024-02-10,20:20:35,23:19:04,153.207.56.121,Success,Analyst,+216 60936977,tracy.bradley@example.com
41997,Barbara Dean,Female,Employee,2024-02-17,22:21:21,15:37:29,129.212.10.126,Failed,Developer,+216 07575834,barbara.dean@example.com
2035,Scott Hanson,Male,Employee,2024-01-08,13:15:12,15:01:50,62.14.63.69,Failed,HR,+216 49832697,scott.hanson@example.com
78546,James Carey,Male,Employee,2024-07-15,03:09:18,06:39:35,90.62.41.158,Success,Analyst,+216 69373277,james.carey@example.com
13598,Ellen Martin,Female,Employee,2024-07-09,16:22:16,08:36:15,43.226.229.222,Failed,Manager,+216 99201249,ellen.martin@example.com
14136,Jennifer Cook,Female,Employee,2024-07-17,08:54:26,08:35:07,37.90.0.149,Failed,Manager,+216 56975931,jennifer.cook@example.com
71499,Gregg Ramsey,Male,Employee,2024-02-18,16:35:03,19:07:12,204.227.145.225,Failed,Developer,+216 05589968,gregg.ramsey@example.com
84209,Kristen Thomas,Female,Employee,2024-04-09,07:38:05,02:09:56,114.189.9.30,Success,Manager,+216 16351124,kristen.thomas@example.com
26645,Alexandra Boyd,Female,Employee,2024-06-27,14:18:16,22:34:22,70.236.102.168,Success,Developer,+216 54837939,alexandra.boyd@example.com
13096,Erin Wilson,Female,Employee,2024-02-23,23:00:12,20:49:00,67.119.206.17,Success,Analyst,+216 16725323,erin.wilson@example.com
32440,Claudia Cabrera,Female,Employee,2024-02-08,11:22:55,08:58:01,100.231.107.158,Success,Manager,+216 37473729,claudia.cabrera@example.com
95027,Kyle Henry,Male,Employee,2024-01-06,05:48:48,09:14:30,66.60.175.37,Success,Analyst,+216 47363495,kyle.henry@example.com
81926,Kimberly Johnson,Female,Employee,2024-06-02,16:31:33,05:51:16,160.182.18.159,Success,Developer,+216 50861640,kimberly.johnson@example.com
87032,Bryan Vaughn,Male,Employee,2024-07-28,03:54:01,23:06:17,73.243.151.110,Failed,Developer,+216 39964112,bryan.vaughn@example.com
34067,Jennifer Williams,Female,Employee,2024-06-07,13:49:35,21:59:12,121.137.33.252,Failed,Analyst,+216 13312676,jennifer.williams@example.com
51182,Brittney Snyder,Female,Employee,2024-06-13,19:55:44,18:58:16,215.152.98.85,Success,Manager,+216 79658314,brittney.snyder@example.com
31448,Shari Hamilton,Female,Employee,2024-02-25,00:54:32,02:40:27,58.198.127.146,Success,Analyst,+216 44313682,shari.hamilton@example.com
68519,Teresa Long,Female,Employee,2024-03-16,13:22:03,19:24:39,74.107.231.133,Failed,Developer,+216 18440663,teresa.long@example.com
55962,Robert James,Male,Employee,2024-02-26,21:21:50,12:42:58,82.174.15.134,Failed,Developer,+216 02983256,robert.james@example.com
9788,Debra Oliver,Female,Employee,2024-08-11,16:15:12,03:06:22,104.37.201.34,Success,HR,+216 48067920,debra.oliver@example.com
41078,Alexander Gregory,Male,Employee,2024-06-16,18:40:15,16:15:13,77.237.78.171,Failed,HR,+216 67723188,alexander.gregory@example.com
73286,Tammy Morris,Female,Employee,2024-07-13,16:51:05,00:10:17,114.197.252.213,Failed,Developer,+216 99217075,tammy.morris@example.com
56391,Paul Kent,Male,Employee,2024-01-16,18:45:31,19:09:23,126.169.122.32,Success,Developer,+216 03095479,paul.kent@example.com
57799,Kimberly Colon,Female,Employee,2024-08-14,16:58:10,03:24:30,161.2.183.159,Success,Developer,+216 84554808,kimberly.colon@example.com
14563,Kenneth Page,Male,Employee,2024-07-01,06:25:36,08:57:58,92.98.66.82,Success,Analyst,+216 26805644,kenneth.page@example.com
24708,Kristina Flynn,Female,Employee,2024-01-30,19:36:58,02:17:14,87.115.243.216,Failed,Analyst,+216 88034834,kristina.flynn@example.com
25285,Lori Wall,Female,Employee,2024-03-15,22:02:55,13:09:35,187.85.46.27,Failed,HR,+216 80215634,lori.wall@example.com
87092,Amanda Long,Female,Employee,2024-08-14,20:08:30,09:15:13,106.242.90.140,Failed,Manager,+216 99907334,amanda.long@example.com
51891,Jennifer Mccoy,Female,Employee,2024-01-11,13:22:21,15:20:15,93.76.173.181,Failed,Analyst,+216 93476195,jennifer.mccoy@example.com
13255,Heather Murray,Female,Employee,2024-04-13,04:03:18,03:10:20,10.147.119.215,Success,HR,+216 96373786,heather.murray@example.com
54106,Lori Dominguez,Female,Employee,2024-05-29,07:58:42,23:09:00,7.124.70.49,Failed,Developer,+216 93760244,lori.dominguez@example.com
64627,Andrea Carter,Female,Employee,2024-05-13,18:47:13,07:41:32,210.15.70.149,Success,HR,+216 43675727,andrea.carter@example.com
87191,Joseph Rios,Male,Employee,2024-08-08,03:28:12,06:12:56,17.12.102.50,Success,HR,+216 87420654,joseph.rios@example.com
12006,Amber Bennett,Female,Employee,2024-05-03,07:05:30,14:43:09,214.241.254.24,Success,Manager,+216 90104272,amber.bennett@example.com
2347,Amy Cole,Female,Employee,2024-04-29,17:19:26,15:17:15,2.81.243.188,Failed,HR,+216 03640741,amy.cole@example.com
86010,Veronica Bradford,Female,Employee,2024-01-28,04:21:09,20:48:11,10.114.199.99,Failed,HR,+216 22511466,veronica.bradford@example.com
24425,Robert Ortiz,Male,Employee,2024-04-06,13:51:33,02:57:27,61.221.131.151,Failed,Manager,+216 00003511,robert.ortiz@example.com
34712,Devin Wise,Male,Employee,2024-02-16,20:42:28,23:18:38,208.58.9.161,Failed,Analyst,+216 45016454,devin.wise@example.com
55597,Gregory Guerrero,Male,Employee,2024-08-08,01:03:26,01:13:29,1.239.42.227,Success,Developer,+216 48605379,gregory.guerrero@example.com
25775,Gregory Parrish,Male,Employee,2024-06-10,22:11:33,22:03:51,207.26.58.31,Success,HR,+216 15665325,gregory.parrish@example.com
91004,Maureen Conner,Female,Employee,2024-03-09,04:12:34,22:31:54,42.129.64.18,Failed,Analyst,+216 56119890,maureen.conner@example.com
37899,Walter Patterson,Male,Employee,2024-05-20,19:20:56,12:27:30,135.211.159.147,Failed,HR,+216 85510255,walter.patterson@example.com
12298,Melissa Salas,Female,Employee,2024-05-20,11:01:00,09:32:05,49.232.4.40,Success,Analyst,+216 13393550,melissa.salas@example.com
45161,Christopher Miller,Male,Employee,2024-01-23,05:01:29,11:18:00,200.59.175.29,Failed,Analyst,+216 50501770,christopher.miller@example.com
16703,Sarah Andrews,Female,Employee,2024-04-20,09:44:25,12:53:55,96.92.205.77,Failed,Manager,+216 93292727,sarah.andrews@example.com
35128,Ryan Walton,Male,Employee,2024-06-16,10:31:10,11:56:57,112.191.61.68,Success,Developer,+216 29077746,ryan.walton@example.com
50103,John Obrien,Male,Employee,2024-07-31,14:59:30,08:41:39,198.193.154.102,Success,Analyst,+216 24882691,john.obrien@example.com
51998,Chase Roman,Male,Employee,2024-03-26,05:09:43,13:26:53,219.190.31.239,Failed,Manager,+216 55656403,chase.roman@example.com
54853,Christina Coleman,Female,Employee,2024-07-04,01:09:48,17:32:34,155.207.65.28,Success,Manager,+216 41341323,christina.coleman@example.com
20491,David Meyer,Male,Employee,2024-06-10,13:12:50,05:18:25,43.214.133.0,Success,HR,+216 47438825,david.meyer@example.com
45887,Joanne Rosales,Female,Employee,2024-07-08,21:11:03,23:44:33,30.10.132.214,Failed,Manager,+216 67057505,joanne.rosales@example.com
70099,Diane Koch,Female,Employee,2024-04-24,21:40:41,06:12:00,176.188.59.83,Failed,Developer,+216 68068505,diane.koch@example.com
55792,Connie Robbins,Female,Employee,2024-02-04,19:09:25,13:29:17,35.68.61.210,Failed,Manager,+216 31861804,connie.robbins@example.com
77116,Albert Pearson,Male,Employee,2024-05-10,12:57:45,01:16:11,199.138.160.170,Success,Manager,+216 34233733,albert.pearson@example.com
42722,Brittany Kramer,Female,Employee,2024-03-12,04:36:27,18:22:48,86.90.34.16,Failed,Analyst,+216 27491143,brittany.kramer@example.com
49380,Donald Rhodes,Male,Employee,2024-06-04,08:15:48,02:10:54,219.54.182.244,Failed,Manager,+216 51829799,donald.rhodes@example.com
9974,Brittany Scott,Female,Employee,2024-01-25,22:39:36,00:49:02,91.54.195.106,Success,HR,+216 18970386,brittany.scott@example.com
10527,Scott Rogers,Male,Employee,2024-01-12,13:10:25,15:31:44,54.59.109.187,Failed,HR,+216 94887510,scott.rogers@example.com
59197,Catherine Serrano,Female,Employee,2024-07-09,23:15:46,18:10:59,189.174.105.216,Failed,HR,+216 38270185,catherine.serrano@example.com
97331,Karla Joyce,Female,Employee,2024-06-23,18:03:37,00:54:09,151.198.102.153,Failed,Developer,+216 05871841,karla.joyce@example.com
40714,Matthew White,Male,Employee,2024-02-06,13:41:21,19:41:21,186.31.99.220,Success,HR,+216 55973769,matthew.white@example.com
6669,Paula Williams,Female,Employee,2024-02-21,13:55:03,04:47:32,110.188.9.46,Success,Manager,+216 11638026,paula.williams@example.com
59910,Amy Rodriguez,Female,Employee,2024-02-20,02:24:58,06:38:54,197.44.170.47,Failed,Analyst,+216 02479824,amy.rodriguez@example.com
36450,Pamela Zuniga,Female,Employee,2024-01-08,07:40:23,12:00:10,164.129.55.4,Failed,HR,+216 96760929,pamela.zuniga@example.com
27698,Thomas Torres,Male,Employee,2024-05-15,01:19:31,12:15:03,129.31.158.89,Failed,Developer,+216 73415765,thomas.torres@example.com
61675,Jeffrey Steele,Male,Employee,2024-01-25,08:32:46,09:12:33,115.5.85.91,Success,Analyst,+216 35840653,jeffrey.steele@example.com
11598,Colleen Gomez,Female,Employee,2024-02-11,12:28:14,21:08:05,96.254.160.204,Success,Developer,+216 77739188,colleen.gomez@example.com
92362,Debbie Brady,Female,Employee,2024-05-21,00:07:53,02:08:47,133.91.72.209,Success,Analyst,+216 44012874,debbie.brady@example.com
32559,Daniel Chavez,Male,Employee,2024-05-04,23:15:06,09:45:02,152.249.79.119,Success,Analyst,+216 82069929,daniel.chavez@example.com
93938,Tammie House,Female,Employee,2024-07-22,00:53:20,06:51:14,63.102.161.32,Success,Analyst,+216 70853520,tammie.house@example.com
79959,Randy Blackburn,Male,Employee,2024-05-15,05:34:33,04:09:05,86.118.194.23,Failed,HR,+216 71374944,randy.blackburn@example.com
61377,Stacey Acevedo,Female,Employee,2024-08-10,04:35:35,10:08:25,157.169.207.118,Failed,Analyst,+216 11399055,stacey.acevedo@example.com
96136,John Hood,Male,Employee,2024-08-12,19:38:27,16:57:32,214.213.117.3,Failed,Developer,+216 52636004,john.hood@example.com
94645,James Ferrell,Male,Employee,2024-03-01,12:00:51,05:56:33,132.253.221.141,Success,Developer,+216 92395468,james.ferrell@example.com
47949,Laura Good,Female,Employee,2024-08-03,13:33:54,07:21:26,141.93.53.6,Success,Developer,+216 46711632,laura.good@example.com
68709,Jessica Alexander,Female,Employee,2024-08-02,08:52:19,20:54:46,205.223.52.105,Success,Manager,+216 39749100,jessica.alexander@example.com
65857,Anna Webb,Female,Employee,2024-02-21,21:19:32,11:03:04,23.177.118.70,Failed,Manager,+216 75972830,anna.webb@example.com
4536,Diane Hughes,Female,Employee,2024-06-10,23:07:05,19:00:33,85.19.184.249,Success,HR,+216 26230577,diane.hughes@example.com
4736,Tyler Warren,Male,Employee,2024-03-11,10:57:29,23:33:29,114.221.178.239,Success,Manager,+216 75248103,tyler.warren@example.com
83943,Jose Nolan,Male,Employee,2024-05-13,05:09:41,20:40:13,185.56.116.37,Failed,Manager,+216 00923808,jose.nolan@example.com
4919,William Crawford,Male,Employee,2024-06-28,18:26:33,10:09:49,53.246.195.34,Success,Analyst,+216 32248747,william.crawford@example.com
21410,Jose Farmer,Male,Employee,2024-01-11,01:07:54,02:57:15,120.102.214.115,Failed,Developer,+216 26676390,jose.farmer@example.com
